TIPO;MARCA;MODELO;VERSÃO;
Carro;Chevrolet;Omega;2.0 Gl Mpfi 115Cv 4P Gasolina Manual;
Carro;Chevrolet;Omega;2.0 Gls Mpfi 115Cv 4P Álcool Manual;
Carro;Chevrolet;Omega;2.0 Gls Mpfi 115Cv 4P Gasolina Manual;
Carro;Chevrolet;Omega;2.2 Gl 8V Gasolina 4P Manual;
Carro;Chevrolet;Omega;2.2 Gls 8V Gasolina 4P Manual;
Carro;Chevrolet;Omega;2.2 Gls Mpfi 120Cv 4P Gasolina Manual;
Carro;Chevrolet;Omega;3.0 Cd Mpfi 158Cv 4P Gasolina Manual;
Carro;Chevrolet;Omega;3.0 Diamond Mpfi 12V Gasolina 4P Manual;
Carro;Chevrolet;Omega;3.6 12V Gasolina 4P Automático;
Carro;Chevrolet;Omega;3.6 24V Gasolina 4P Automático;
Carro;Chevrolet;Omega;3.6 Fittipaldi 24V Gasolina 4P Automático;
Carro;Chevrolet;Omega;3.6 Cd Sfi V-6 258Cv 4P Gasolina Automático;
Carro;Chevrolet;Omega;3.6 Cd V6 24V Gasolina 4P Automático;
Carro;Chevrolet;Omega;3.8 Cd G1 12V Gasolina 4P Automático;
Carro;Chevrolet;Omega;3.8 Cd G2 12V Gasolina 4P Automático;
Carro;Chevrolet;Omega;4.1 Cd 12V Gasolina 4P Manual;
Carro;Chevrolet;Omega;4.1 Diamond 12V Gasolina 4P Manual;
Carro;Chevrolet;Omega;4.1 Gls 12V Gasolina 4P Manual;
Carro;Chevrolet;Omega;4.1 Cd Sfi 170Cv 4P Gasolina Automático;
Carro;Chevrolet;Omega;4.1 Cd Sfi 170Cv 4P Gasolina Manual;
Carro;Chevrolet;Omega;4.1 Cd Sfi At 170Cv 4P Gasolina Automático;
Carro;Chevrolet;Omega;4.1 Gls Sfi 170Cv 4P Gasolina Automático;
Carro;Chevrolet;Omega;4.1 Gls Sfi 170Cv 4P Gasolina Manual;
Carro;Chevrolet;Omega;4.1 Gls Sfi At 170Cv 4P Gasolina Automático;
Carro;Chevrolet;Omega Suprema;2.0 Gl Mpfi 115Cv 4P Álcool Manual;
Carro;Chevrolet;Omega Suprema;2.0 Gl Mpfi 115Cv 4P Gasolina Manual;
Carro;Chevrolet;Omega Suprema;2.0 Gls Mpfi 115Cv 4P Álcool Manual;
Carro;Chevrolet;Omega Suprema;2.0 Gls Mpfi 115Cv 4P Gasolina Manual;
Carro;Chevrolet;Omega Suprema;2.2 Gls Mpfi 120Cv 4P Gasolina Manual;
Carro;Chevrolet;Omega Suprema;3.0 Cd Mpfi 158Cv 4P Gasolina Manual;
Carro;Chevrolet;Omega Suprema;3.0 Cd Mpfi At 158Cv 4P Gasolina Automático;
Carro;Chevrolet;Onix;1.0 Joy 8V Flex 4P Manual;
Carro;Chevrolet;Onix;1.0 Ls 8V Flex 4P Manual;
Carro;Chevrolet;Onix;1.0 Lt 8V Flex 4P Manual;
Carro;Chevrolet;Onix;1.0 Seleção 8V Flex 4P Manual;
Carro;Chevrolet;Onix;1.0 Ls 8V Spe 4 78Cv 4P Flex Manual;
Carro;Chevrolet;Onix;1.0 Lt 8V Spe 4 78Cv 4P Flex Manual;
Carro;Chevrolet;Onix;1.0 Lt Lollapalooza 8V Spe 4 78Cv 4P Flex Manual;
Carro;Chevrolet;Onix;1.0 Selecao 8V Spe 4 78Cv 4P Flex Manual;
Carro;Chevrolet;Onix;1.4 Activ 8V Flex 4P Automático;
Carro;Chevrolet;Onix;1.4 Activ 8V Flex 4P Manual;
Carro;Chevrolet;Onix;1.4 Effect 8V Flex 4P Manual;
Carro;Chevrolet;Onix;1.4 Lollapalooza 8V Flex 4P Manual;
Carro;Chevrolet;Onix;1.4 Lt 8V Flex 4P Automático;
Carro;Chevrolet;Onix;1.4 Lt 8V Flex 4P Manual;
Carro;Chevrolet;Onix;1.4 Ltz 8V Flex 4P Automático;
Carro;Chevrolet;Onix;1.4 Ltz 8V Flex 4P Manual;
Carro;Chevrolet;Onix;1.4 Effect 8V Spe 4 98Cv 4P Flex Manual;
Carro;Chevrolet;Onix;1.4 Lt 8V Spe 4 98Cv 4P Flex Automático;
Carro;Chevrolet;Onix;1.4 Lt 8V Spe 4 98Cv 4P Flex Manual;
Carro;Chevrolet;Onix;1.4 Ltz 8V Spe 4 98Cv 4P Flex Automático;
Carro;Chevrolet;Onix;1.4 Ltz 8V Spe 4 98Cv 4P Flex Automático;
Carro;Chevrolet;Onix;1.4 Ltz 8V Spe 4 98Cv 4P Flex Manual;
Carro;Chevrolet;Opala;2.5 Diplomata Se110Cv 4P Álcool Manual;
Carro;Chevrolet;Opala;2.5 Diplomata Se110Cv 4P Gasolina Manual;
Carro;Chevrolet;Opala;2.5 L 8V Álcool 2P Manual;
Carro;Chevrolet;Opala;2.5 Sle Comodoro 110Cv 4P Álcool Manual;
Carro;Chevrolet;Opala;2.5 Sle Comodoro 110Cv 4P Gasolina Manual;
Carro;Chevrolet;Opala;4.1 Diplomata Se160Cv 4P Álcool Manual;
Carro;Chevrolet;Opala;4.1 Diplomata Se160Cv 4P Gasolina Manual;
Carro;Chevrolet;Opala;4.1 Sle Comodoro 160Cv 4P Álcool Manual;
Carro;Chevrolet;Opala;4.1 Sle Comodoro 160Cv 4P Gasolina Manual;
Carro;Chevrolet;Prisma;1.0 Advantage 8V Flex 4P Manual;
Carro;Chevrolet;Prisma;1.0 Joy 8V Flex 4P Manual;
Carro;Chevrolet;Prisma;1.0 Ls 8V Flex 4P Manual;
Carro;Chevrolet;Prisma;1.0 Lt 8V Flex 4P Manual;
Carro;Chevrolet;Prisma;1.0 Maxx 8V Flex 4P Manual;
Carro;Chevrolet;Prisma;1.0 Advantage 8V Spe 4 78Cv 4P Flex Manual;
Carro;Chevrolet;Prisma;1.0 Lt 8V Spe 4 78Cv 4P Flex Manual;
Carro;Chevrolet;Prisma;1.4 Advantage 8V Flex 4P Automático;
Carro;Chevrolet;Prisma;1.4 Econoflex Joy 8V Minivan Flex 4P Manual;
Carro;Chevrolet;Prisma;1.4 Joy 8V Flex 4P Manual;
Carro;Chevrolet;Prisma;1.4 Lt 8V Flex 4P Automático;
Carro;Chevrolet;Prisma;1.4 Lt 8V Flex 4P Manual;
Carro;Chevrolet;Prisma;1.4 Ltz 8V Flex 4P Automático;
Carro;Chevrolet;Prisma;1.4 Ltz 8V Flex 4P Manual;
Carro;Chevrolet;Prisma;1.4 Maxx 8V Flex 4P Manual;
Carro;Chevrolet;Prisma;1.4 Joy 8V 98Cv 4P Flex Manual;
Carro;Chevrolet;Prisma;1.4 Lt 8V Spe 4 98Cv 4P Flex Automático;
Carro;Chevrolet;Prisma;1.4 Lt 8V Spe 4 98Cv 4P Flex Manual;
Carro;Chevrolet;Prisma;1.4 Ltz 8V Spe 4 98Cv 4P Flex Manual;
Carro;Chevrolet;Prisma;1.4 Ltz 8V Spe 4 98Cv 4P Flex Automático;
Carro;Chevrolet;Prisma;1.4 Ltz 8V Spe 4 98Cv 4P Flex Manual;
Carro;Chevrolet;Prisma;1.4 Maxx 8V 98Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.2 Dlx 8V Gasolina 2P Manual;
Carro;Chevrolet;S-10;2.2 Dlx Cd 8V Gasolina 4P Manual;
Carro;Chevrolet;S-10;2.2 Dlx Cs 8V Gasolina 2P Manual;
Carro;Chevrolet;S-10;2.2 Std 8V Gasolina 2P Manual;
Carro;Chevrolet;S-10;2.2 Std Cd 8V Gasolina 4P Manual;
Carro;Chevrolet;S-10;2.2 4X2 Efi 110Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 4X2 Mpfi 110Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 Cab.Dupla 4X2 Mpfi 110Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 Cab.Simp. 4X2 Efi 110Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 Cab.Simp. 4X2 Mpfi 110Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 De Luxe C.Est 4X2 Efi 110Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 De Luxe C.Est 4X2 Mpfi 110Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 De Luxe Cab.Dupla 4X2 Efi 110Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 De Luxe Cab.Dupla 4X2 Mpfi 110Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 De Luxe Cab.Simp. 4X2 Efi 110Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 De Luxe Cab.Simp. 4X2 Mpfi 110Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;2.2 Dlx 4X2 Efi 110Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;2.4 Advantage 8V Flex 2P Manual;
Carro;Chevrolet;S-10;2.4 Advantage 8V Flex 4P Manual;
Carro;Chevrolet;S-10;2.4 Advantage 8V Gasolina 4P Manual;
Carro;Chevrolet;S-10;2.4 Colina Cd 8V Gasolina 4P Manual;
Carro;Chevrolet;S-10;2.4 Dlx Cd 8V Gasolina 4P Manual;
Carro;Chevrolet;S-10;2.4 Executive 8V Flex 4P Manual;
Carro;Chevrolet;S-10;2.4 Ls 8V Flex 2P Manual;
Carro;Chevrolet;S-10;2.4 Ls 8V Flex 4P Manual;
Carro;Chevrolet;S-10;2.4 Lt 8V Flex 2P Manual;
Carro;Chevrolet;S-10;2.4 Lt 8V Flex 4P Manual;
Carro;Chevrolet;S-10;2.4 Ltz 8V Flex 4P Manual;
Carro;Chevrolet;S-10;2.4 Rodeio 8V Flex 4P Manual;
Carro;Chevrolet;S-10;2.4 Serie Rodeio 8V Gasolina 2P Manual;
Carro;Chevrolet;S-10;2.4 Std 8V Gasolina 2P Manual;
Carro;Chevrolet;S-10;2.4 Std Cd 8V Gasolina 4P Manual;
Carro;Chevrolet;S-10;2.4 Tornado Cd 8V Gasolina 4P Manual;
Carro;Chevrolet;S-10;2.4 Advantage 4X2 8V 128Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;2.4 Advantage Cab.Dupla 4X2 8V 128Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;2.4 Advantage Cab.Dupla 4X2 8V 141Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.4 Advantage Cab.Dupla 4X2 8V 146Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.4 Advantage Cab.Simp. 4X2 8V 128Cv 2P Flex Manual;
Carro;Chevrolet;S-10;2.4 Advantage Cab.Simp. 4X2 8V 128Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;2.4 Advantage Cap.Dupla 4X2 8V 141Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.4 Blazer Dlx Mpfi 128Cv 4P;
Carro;Chevrolet;S-10;2.4 Colina 4X2 8V 146Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.4 Colina Cab.Dupla 4X2 8V 128Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;2.4 Colina Cab.Simp. 4X2 8V 128Cv 2P Flex Manual;
Carro;Chevrolet;S-10;2.4 Colina Cab.Simp. 4X2 8V 128Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;2.4 Executive Cab.Dupla 4X2 8V 146Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.4 Ls Cab.Dupla 4X2 8V 141Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.4 Ls Cab.Simp. 4X2 8V 141Cv 2P Flex Manual;
Carro;Chevrolet;S-10;2.4 Lt Cab.Dupla 4X2 8V 141Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.4 Lt Cab.Simp. 4X2 8V 141Cv 2P Flex Manual;
Carro;Chevrolet;S-10;2.4 Ltz Cab.Dupla 4X2 8V 141Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.4 Ltz Cab.Dupla 4X2 8V 141Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.4 Picape Dlx Mpfi 128Cv Cd 4P;
Carro;Chevrolet;S-10;2.4 Tornado 4X2 8V 128Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;2.5 Advantage 16V Flex 4P Manual;
Carro;Chevrolet;S-10;2.5 Dlx Cd Tb 8V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.5 Dlx Cd Tb 8V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.5 Dlx Cs Tb 8V Diesel 2P Manual;
Carro;Chevrolet;S-10;2.5 Dlx Tb 8V Diesel 2P Manual;
Carro;Chevrolet;S-10;2.5 Dlx Tb 8V Diesel 2P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.5 Freeride 16V Flex 4P Manual;
Carro;Chevrolet;S-10;2.5 Lt 16V Flex 4P Manual;
Carro;Chevrolet;S-10;2.5 Lt 16V Flex 4P Manual 4X4;
Carro;Chevrolet;S-10;2.5 Ltz 16V Flex 4P Manual;
Carro;Chevrolet;S-10;2.5 Ltz 16V Flex 4P Manual 4X4;
Carro;Chevrolet;S-10;2.5 Std Cd Tb 8V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.5 Std Cd Tb 8V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.5 Std Tb 8V Diesel 2P Manual;
Carro;Chevrolet;S-10;2.5 Std Tb 8V Diesel 2P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.5 4X2 Tb 95Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.5 Cab.Dupla 4X2 Turbo 100Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.5 Cab.Simp. 4X2 Tb 100Cv 2P Diesel Manual;
Carro;Chevrolet;S-10;2.5 De Luxe C.Est 4X2 Turbo 100Cv 2P Diesel Manual;
Carro;Chevrolet;S-10;2.5 De Luxe Cab.Dupla 4X2 Turbo 100Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.5 De Luxe Cab.Dupla 4X4 Turbo 100Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.5 De Luxe Cab.Simp. 4X2 Turbo 100Cv 2P Diesel Manual;
Carro;Chevrolet;S-10;2.5 Dlx 4X2 Tb 95Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.5 Dlx 4X2 Turbo 95Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.5 Freeride Cab.Dupla 4X4 16V 197Cv 4P Flex Manual;
Carro;Chevrolet;S-10;2.8 16V Diesel 2P Manual;
Carro;Chevrolet;S-10;2.8 Barretos Std Cd Tb 8V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Barretos Std Cd Tb 8V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Colina 12V Diesel 2P Manual;
Carro;Chevrolet;S-10;2.8 Colina 12V Diesel 2P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Colina 12V Diesel 2P Manual 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Colina 12V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Colina 12V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Colina 12V Diesel 4P Manual 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Colina Cd Tb 12V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Colina Cd Tb 12V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Colina Tb 12V Diesel 2P Manual;
Carro;Chevrolet;S-10;2.8 Colina Tb 12V Diesel 2P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Dlx Cd Tb 12V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Dlx Cd Tb 12V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Dlx Cd Tb 8V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Dlx Cd Tb 8V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Executive 12V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Executive 12V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Executive 12V Diesel 4P Manual 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Executive Cd Tb 12V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Executive Cd Tb 12V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 High Country 16V Diesel 4P Automático 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Ls 16V Diesel 2P Manual;
Carro;Chevrolet;S-10;2.8 Ls 16V Diesel 2P Manual 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Ls 16V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Ls 16V Diesel 4P Manual 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Lt 16V Diesel 4P Automático;
Carro;Chevrolet;S-10;2.8 Lt 16V Diesel 4P Automático 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Lt 16V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Lt 16V Diesel 4P Manual 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Ltz 16V Diesel 4P Automático;
Carro;Chevrolet;S-10;2.8 Ltz 16V Diesel 4P Automático 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Ltz 16V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Rodeio 12V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Rodeio 12V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Rodeio 12V Diesel 4P Manual 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Sertoes Cd Tb 12V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Sertoes Tb 12V Diesel 2P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Std Cd Tb 12V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Std Cd Tb 12V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Std Cd Tb 8V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Std Cd Tb 8V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Std Tb 12V Diesel 2P Manual;
Carro;Chevrolet;S-10;2.8 Std Tb 12V Diesel 2P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Std Tb 8V Diesel 2P Manual;
Carro;Chevrolet;S-10;2.8 Std Tb 8V Diesel 2P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Tornado 12V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Tornado 12V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 Tornado 12V Diesel 4P Manual 4X4 Turbo Intercooler;
Carro;Chevrolet;S-10;2.8 Tornado Cd Tb 12V Diesel 4P Manual;
Carro;Chevrolet;S-10;2.8 Tornado Cd Tb 12V Diesel 4P Manual 4X4 Turbo;
Carro;Chevrolet;S-10;2.8 4X2 Turbo Ic 132Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 4X4 Turbo Ic 132Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Cab.Dupla 4X4 Turbo Ic 100Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Cab.Dupla 4X4 Turbo Ic 132Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Cab.Simp. 4X2 Turbo Ic 132Cv 2P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Colina Cab.Dupla 4X2 Turbo-Eletronic 140Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Colina Cab.Dupla 4X4 Turbo Ic 132Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Colina Cab.Dupla 4X4 Turbo-Eletronic 140Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Colina Cab.Simp. 4X2 Turbo Eletronic 140Cv 2P Diesel Manual;
Carro;Chevrolet;S-10;2.8 De Luxe Cab.Dupla 4X4 Turbo Ic 132Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Executive 4X4 Turbo-Eletronic 140Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Executive 4X4 Turbo Ic 132Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Executive 4X4 Turbo-Eletronic 140Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Executive Cab.Dupla 4X2 Turbo Ic 132Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Executive Cab.Dupla 4X2 Turbo-Eletronic 140Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Executive Cab.Dupla 4X4 Turbo-Eletronic 140Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 High Country Cab.Dupla 4X4 Turbo-Ctdi 180Cv 4P Diesel Automático;
Carro;Chevrolet;S-10;2.8 High Country Cab.Dupla. 4X4 Turbo-Ctdi 180Cv 4P Diesel Automático;
Carro;Chevrolet;S-10;2.8 Ls Cab.Dupla 4X2 Turbo Ctdi 180Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Ls Cab.Dupla 4X2 Turbo-Ctdi 180Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Ls Cab.Simp. 4X2 Turbo Ctdi 180Cv 2P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Ls Cab.Simp. 4X2 Turbo-Ctdi 180Cv 2P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Ls Cab.Simp. 4X4 Turbo Ctdi 180Cv 2P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Lt Cab.Dupla 4X2 Turbo Ctdi 180Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Lt Cab.Dupla 4X2 Turbo Ctdi 180Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Lt Cab.Dupla 4X2 Turbo-Ctdi 180Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Lt Cab.Dupla 4X4 Turbo Ctdi 180Cv 4P Diesel Automático;
Carro;Chevrolet;S-10;2.8 Lt Cab.Dupla 4X4 Turbo Ctdi 180Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Ltz Cab.Dupla 4X4 Turbo Ctdi 180Cv 4P Diesel Automático;
Carro;Chevrolet;S-10;2.8 Ltz Cab.Dupla 4X2 Turbo Ctdi 180Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Ltz Cab.Dupla 4X2Turbo-Ctdi 180Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;2.8 Ltz Cab.Dupla 4X4 Turbo Ctdi 180Cv 4P Diesel Automático;
Carro;Chevrolet;S-10;2.8 Ltz Cab.Dupla 4X4 Turbo-Ctdi 180Cv 4P Diesel Automático;
Carro;Chevrolet;S-10;2.8 Rodeio Cab.Dupla 4X2 Turbo-Eletronic 140Cv 4P Diesel Manual;
Carro;Chevrolet;S-10;4.3 Champ 12V Gasolina 2P Manual;
Carro;Chevrolet;S-10;4.3 Dlx Cd V6 12V Gasolina 4P Manual;
Carro;Chevrolet;S-10;4.3 Dlx Cd V6 12V Gasolina 4P Manual 4X4;
Carro;Chevrolet;S-10;4.3 Dlx Cd V6 8V Gasolina 4P Manual;
Carro;Chevrolet;S-10;4.3 Dlx Cs V6 12V Gasolina 2P Manual;
Carro;Chevrolet;S-10;4.3 Dlx Cs V6 12V Gasolina 2P Manual 4X4;
Carro;Chevrolet;S-10;4.3 Dlx V6 12V Gasolina 2P Manual;
Carro;Chevrolet;S-10;4.3 Dlx V6 12V Gasolina 2P Manual 4X4;
Carro;Chevrolet;S-10;4.3 Executive Cd 12V Gasolina 4P Manual;
Carro;Chevrolet;S-10;4.3 4X2 Sfi V-6 180Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 4X4 Sfi V-6 180Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 De Luxe C.Est 4X2 Sfi V-6 160Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 De Luxe Cab.Dupla 4X2 Sfi V-6 160Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 De Luxe Cab.Simp. 4X2 Sfi V-6 160Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 Dlx 4X2 Sfi V-6 180Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 Dlx 4X4 Sfi V-6 180Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 Dlx Exec.4X2 Sfi V-6 180Cv 4P Gasolina Automático;
Carro;Chevrolet;S-10;4.3 Dlx Executive 4X2 Sfi V-6 180Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 Dlx Executive 4X4 Sfi V-6 180Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 Executive Cab.Dupla 4X2 Sfi V-6 180Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 Executive Cab.Dupla 4X4 Sfi V-6 180Cv 4P Gasolina Manual;
Carro;Chevrolet;S-10;4.3 Picape V6;
Carro;Chevrolet;S-10;4X2 4.3 Sfi V-6(N.Serie) 180Cv 4P Gas. Mec Basico;
Carro;Chevrolet;S-10;Cab.Simp. 2.2 4X2 Efi 110Cv 2P Gasolina Manual;
Carro;Chevrolet;S-10;Cab.Simp. 4X2 2.8 Turbo-Ic 132Cv 2P Diesel Manual;
Carro;Chevrolet;S-10;De Luxe (C.Dup) 4X2 2.5 Tb 100Cv 4P Dies. Mec Basico;
Carro;Chevrolet;S-10;Ls (C.Dup) 4X2 2.4 8V(Flexpower) 141Cv 4P Eta./Gas. Mec Basico;
Carro;Chevrolet;S-10;Ls (C.Dup) 4X2 2.4 8V(Flexpower) 141Cv 4P Eta./Gas. Mec Completo;
Carro;Chevrolet;Saturn;1.9 Gasolina 2P Automático;
Carro;Chevrolet;Sierra;5.0 Sport V8;
Carro;Chevrolet;Silverado;Trop. Sl/ Van T.Diesel;
Carro;Chevrolet;Silverado;4.1 Conquest 8V Diesel 2P Manual;
Carro;Chevrolet;Silverado;4.1 Dlx 12V Gasolina 2P Manual;
Carro;Chevrolet;Silverado;4.1 Std 12V Gasolina 2P Manual;
Carro;Chevrolet;Silverado;4.1 Std S4 8V Diesel 2P Manual;
Carro;Chevrolet;Silverado;4.1 Cab.Simp. 88Cv 2P Diesel Manual;
Carro;Chevrolet;Silverado;4.1 Dlx Cab.Simp. 88Cv 2P Diesel Manual;
Carro;Chevrolet;Silverado;4.1 Mpfi Cab.Simp. 138Cv 2P Gasolina Manual;
Carro;Chevrolet;Silverado;4.1 Tropical Cd Diesel;
Carro;Chevrolet;Silverado;4.2 Conquest 12V Diesel 2P Manual;
Carro;Chevrolet;Silverado;4.2 Conquest Hd 12V Diesel 2P Manual;
Carro;Chevrolet;Silverado;4.2 D20 Rodeio 12V Diesel 2P Manual;
Carro;Chevrolet;Silverado;4.2 Dlx Ts 12V Diesel 2P Manual;
Carro;Chevrolet;Silverado;4.2 Std Ts 12V Diesel 2P Manual;
Carro;Chevrolet;Silverado;4.2 Conquest Cab.Simp. Turbo Ic 168Cv 2P Diesel Manual;
Carro;Chevrolet;Silverado;4.2 Conquest-Hd Cab.Simp. Turbo Ic 168Cv 2P Diesel Manual;
Carro;Chevrolet;Silverado;4.2 D-20 Cab.Simp. Turbo Ic 150Cv 2P Diesel Manual;
