TIPO;MARCA;MODELO;VERSÃO;
Carro;Hyundai;Hb20;1.6 Ocean 16V Sedan Flex 4P Manual;
Carro;Hyundai;Hb20;1.6 Premium 16V Flex 4P Automático;
Carro;Hyundai;Hb20;1.6 Premium 16V Flex 4P Manual;
Carro;Hyundai;Hb20;1.6 Premium 16V Sedan Flex 4P Automático;
Carro;Hyundai;Hb20;1.6 Premium 16V Sedan Flex 4P Manual;
Carro;Hyundai;Hb20;1.6 R Spec 16V Flex 4P Automático;
Carro;Hyundai;Hb20;1.6 R Spec 16V Flex 4P Manual;
Carro;Hyundai;Hb20;1.6 Spicy 16V Flex 4P Automático;
Carro;Hyundai;Hb20;1.6 Spicy 16V Flex 4P Manual;
Carro;Hyundai;Hb20;1.6 X Premium 16V Flex 4P Automático;
Carro;Hyundai;Hb20;1.6 X Premium 16V Flex 4P Manual;
Carro;Hyundai;Hb20;1.6 X Style 16V Flex 4P Automático;
Carro;Hyundai;Hb20;1.6 X Style 16V Flex 4P Manual;
Carro;Hyundai;Hb20;1.6 16V 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20;1.6 Comfort Plus 16V Flex 4P Automático;
Carro;Hyundai;Hb20;1.6 Comfort Plus 16V Flex 4P Manual;
Carro;Hyundai;Hb20;1.6 Copa Do Mundo 16V 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20;1.6 Plus 16V 122Cv 4P Flex Automático;
Carro;Hyundai;Hb20;1.6 Plus 16V 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20;1.6 Premium 16V 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20;1.6 Premium 16V Flex 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20;1.6 Premium 16V Flex 4P Automático;
Carro;Hyundai;Hb20;1.6 R Spec Flex 16V Automático;
Carro;Hyundai;Hb20;1.6 Style 16V 122Cv 4P Flex Automático;
Carro;Hyundai;Hb20S;1.0 Plus Turbo Flex 12V 4P Manual;
Carro;Hyundai;Hb20S;1.0 Style Turbo Flex 12V 4P Manual;
Carro;Hyundai;Hb20S;1.0 Comfort Plus 12V Flex 4P Manual;
Carro;Hyundai;Hb20S;1.0 Comfort Style 12V Flex 4P Manual;
Carro;Hyundai;Hb20S;1.0 Comfort Style Turbo 12V Flex Manual;
Carro;Hyundai;Hb20S;1.0 Copa Do Mundo 12V Flex 4P Manual;
Carro;Hyundai;Hb20S;1.0 For You 12V Flex 4P Manual;
Carro;Hyundai;Hb20S;1.0 For You 12V Flex 75Cv 4P Flex Manual;
Carro;Hyundai;Hb20S;1.0 Plus 12V 75Cv 4P Flex Manual;
Carro;Hyundai;Hb20S;1.0 Style 12V 75Cv 4P Flex Manual;
Carro;Hyundai;Hb20S;1.6 Comfort Plus 16V Flex 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20S;1.6 Comfort Plus 16V Flex 4P Automático;
Carro;Hyundai;Hb20S;1.6 Comfort Plus 16V Flex 4P Manual;
Carro;Hyundai;Hb20S;1.6 Comfort Style 16V Flex 4P Automático;
Carro;Hyundai;Hb20S;1.6 Comfort Style 16V Flex 4P Manual;
Carro;Hyundai;Hb20S;1.6 Copa Do Mundo 16V Flex 4P Automático;
Carro;Hyundai;Hb20S;1.6 Copa Do Mundo 16V Flex 4P Manual;
Carro;Hyundai;Hb20S;1.6 Impress 16V Flex 4P Automático;
Carro;Hyundai;Hb20S;1.6 Impress 16V Flex 4P Manual;
Carro;Hyundai;Hb20S;1.6 Ocean 16V Flex 4P Automático;
Carro;Hyundai;Hb20S;1.6 Ocean 16V Flex 4P Manual;
Carro;Hyundai;Hb20S;1.6 Plus 16V 122Cv 4P Flex Automático;
Carro;Hyundai;Hb20S;1.6 Plus 16V 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20S;1.6 Plus Copafifa 16V 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20S;1.6 Premium 16V 122Cv 4P Flex Automático;
Carro;Hyundai;Hb20S;1.6 Premium 16V 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20S;1.6 Premium 16V Flex 4P Automático;
Carro;Hyundai;Hb20S;1.6 Premium 16V Flex 4P Manual;
Carro;Hyundai;Hb20S;1.6 Style 16V 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20X;1.6 16V Premium Flex 4P Automático;
Carro;Hyundai;Hb20X;1.6 16V Style Flex 4P Automático;
Carro;Hyundai;Hb20X;1.6 16V Style Flex 4P Manual;
Carro;Hyundai;Hb20X;1.6 Premium 16V 122Cv 4P Flex Automático;
Carro;Hyundai;Hb20X;1.6 Premium 16V 122Cv 4P Flex Manual;
Carro;Hyundai;Hb20X;1.6 Style 16V 122Cv 4P Flex Manual;
Carro;Hyundai;Hr;2.5 16V Diesel 2P Manual;
Carro;Hyundai;Hr;2.5 8V Diesel 2P Manual;
Carro;Hyundai;Hr;2.5 Hd 8V Diesel 2P Manual;
Carro;Hyundai;Hr;2.5 Hd 8V Picape Diesel 2P Manual;
Carro;Hyundai;Hr;2.5 Ld 8V Diesel 2P Manual;
Carro;Hyundai;Hr;2.5 Ld 8V Picape Diesel 2P Manual;
Carro;Hyundai;Hr;2.5 Tci Hd 4X2 Cab.Curta 97Cv 2P Diesel Manual;
Carro;Hyundai;Hr;2.5 Tci Hd 4X2 Longo 97Cv 2P Diesel Manual;
Carro;Hyundai;Hr;2.5 Tci Hd 4X2 Longo Cacamba 97Cv 2P Diesel Manual;
Carro;Hyundai;Hr;2.5 Tci Ld 4X2 97Cv 2P Diesel Manual;
Carro;Hyundai;Hr;2.5 Tci Ld 4X2 Ex.Longo 97Cv 2P Diesel Manual;
Carro;Hyundai;Hr;2.5 Tci Rs 97Cv 2P Diesel Manual;
Carro;Hyundai;Hr;2.5 Tci Hd 4X2 Longo 97Cv 2P Diesel Manual;
Carro;Hyundai;I30;1.6 Gd 16V Flex 4P Automático;
Carro;Hyundai;I30;1.6 16V 122Cv 4P Flex Automático;
Carro;Hyundai;I30;1.8 16V Gasolina 4P Automático;
Carro;Hyundai;I30;1.8 Gls 16V Gasolina 4P Automático;
Carro;Hyundai;I30;1.8 16V 150Cv 4P Gasolina Automático;
Carro;Hyundai;I30;1.8 Serie Limitada 16V 150Cv 4P Gasolina Automático;
Carro;Hyundai;I30;1.8 Top 16V 150Cv 4P Gasolina Automático;
Carro;Hyundai;I30;2.0 16V Gasolina 4P Automático;
Carro;Hyundai;I30;2.0 16V Gasolina 4P Manual;
Carro;Hyundai;I30;2.0 Cw 16V Gasolina 4P Automático;
Carro;Hyundai;I30;2.0 Cw 16V Gasolina 4P Manual;
Carro;Hyundai;I30;2.0 Top Cw 16V Gasolina 4P Automático;
Carro;Hyundai;I30;2.0 Gls 16V 145Cv 4P Gasolina Automático;
Carro;Hyundai;I30;2.0 Gls 16V At 145Cv 4P Gasolina Automático;
Carro;Hyundai;I30;2.0 Gls 16V Gasolina 4P Automático;
Carro;Hyundai;I30;2.0 Gls 16V Gasolina 4P Manual;
Carro;Hyundai;I30;2.0 Gls 16V Mt 145Cv 4P Gasolina Manual;
Carro;Hyundai;I30;2.0 Gls 16V Top 145Cv 4P Gasolina Automático;
Carro;Hyundai;Ix35;2.0 16V Flex 4P Automático;
Carro;Hyundai;Ix35;2.0 16V Flex 4P Manual;
Carro;Hyundai;Ix35;2.0 16V Gasolina 4P Automático;
Carro;Hyundai;Ix35;2.0 16V Gasolina 4P Manual;
Carro;Hyundai;Ix35;2.0 Gls 16V Flex 4P Automático;
Carro;Hyundai;Ix35;2.0 Gls 16V Gasolina 4P Automático;
Carro;Hyundai;Ix35;2.0 Gls 16V Gasolina 4P Automático 4X4;
Carro;Hyundai;Ix35;2.0 Gls 16V Gasolina 4P Manual;
Carro;Hyundai;Ix35;2.0 Launching Edition 16V Flex Automático;
Carro;Hyundai;Ix35;2.0 16V 170Cv 2Wd Gasolina 4P Automático;
Carro;Hyundai;Ix35;2.0 16V 170Cv 2Wd Gasolina 4P Manual;
Carro;Hyundai;Ix35;2.0 16V 170Cv 4Wd Gasolina 4P Automático;
Carro;Hyundai;Ix35;2.0 16V 170Cv 4Wd Gasolina 4P Manual;
Carro;Hyundai;Ix35;2.0 16V 170Cv 4X2 Gasolina 4P Manual;
Carro;Hyundai;Ix35;2.0 16V 2Wd Flex 4P Automático;
Carro;Hyundai;Ix35;2.0 16V 2Wd Flex 4P Manual;
Carro;Hyundai;Ix35;2.0 Gls 2Wd 16V 169Cv 4P Flex Automático;
Carro;Hyundai;Ix35;2.0 Gls 2Wd 16V 170Cv 4P Gasolina Automático;
Carro;Hyundai;Ix35;2.0 Gls 2Wd 16V At 169Cv 4P Flex Automático;
Carro;Hyundai;Ix35;2.0 Gls 2Wd 16V At 170Cv 4P Gasolina Automático;
Carro;Hyundai;Ix35;2.0 Gls 2Wd 16V Mt 170Cv 4P Flex Manual;
Carro;Hyundai;Ix35;2.0 Gls 2Wd 16V Mt 170Cv 4P Gasolina Manual;
Carro;Hyundai;Ix35;2.0 Gls 4Wd 16V 170Cv 4P Gasolina Automático;
Carro;Hyundai;Ix35;2.0 Gls Top 2Wd 16V 170Cv 4P Gasolina Automático;
Carro;Hyundai;Ix35;2.0 Gls Top 2Wd 16V 169Cv 4P Flex Automático;
Carro;Hyundai;Ix35;2.0 Xls 16V Gasolina 4P Manual;
Carro;Hyundai;Ix35;2.0 Xls 2Wd 16V Gasolina 4P Automático;
Carro;Hyundai;Ix35;2.4 Gls 4Wd 16V 177Cv 4P Gasolina Automático;
Carro;Hyundai;Matrix;1.8 Gls 16V Gasolina 4P Automático;
Carro;Hyundai;Matrix;1.8 Gls 16V Gasolina 4P Manual;
Carro;Hyundai;Santa Fe;2.4 Gls 16V Gasolina 4P Automático;
Carro;Hyundai;Santa Fe;2.4 Gls 2Wd At 16V 182Cv 4P Gasolina Automático;
Carro;Hyundai;Santa Fe;2.7 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Santa Fe;2.7 5L 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Santa Fe;2.7 7L 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Santa Fe;2.7 Gls 4Wd At V-6 179Cv 4P Gasolina Automático;
Carro;Hyundai;Santa Fe;3.3 5L 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Santa Fe;3.3 7L 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Santa Fe;3.3 Gls 5L 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Santa Fe;3.3 Gls 7L 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Santa Fe;3.3 Gls 4Wd-At V-6 7 Lug. 270Cv 4P Gasolina Automático;
Carro;Hyundai;Santa Fe;3.3 Gls 4Wd-At V-6 7 Lug. 270Cv 4P Gasolina Automático;
Carro;Hyundai;Santa Fe;3.3 Gls 4Wd-At V-6 270Cv 4P Gasolina Automático Completo;
Carro;Hyundai;Santa Fe;3.3 Gls 4Wd-At V-6 270Cv 4P Gasolina Automático;
Carro;Hyundai;Santa Fe;3.3 Gls 4Wd-At V-6 7 Lug. 270Cv 4P Gasolina Automático;
Carro;Hyundai;Santa Fe;3.5 5L 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Santa Fe;3.5 7L 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Santa Fe;3.5 Gls 5L 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Santa Fe;3.5 Gls 7L 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Scoupe;1.5 Ls 12V Gasolina 2P Manual;
Carro;Hyundai;Sonata;2.0 Gl 16V Gasolina 4P Manual;
Carro;Hyundai;Sonata;2.0 Gls 16V Gasolina 4P Automático;
Carro;Hyundai;Sonata;2.0 Gls 16V Gasolina 4P Manual;
Carro;Hyundai;Sonata;2.0 Gl 4P;
Carro;Hyundai;Sonata;2.0 Gls 4P;
Carro;Hyundai;Sonata;2.4 16V Gasolina 4P Automático;
Carro;Hyundai;Sonata;2.4 Gls 16V 198Cv 4P Gasolina Automático;
Carro;Hyundai;Sonata;2.5 Gls V6 24V Gasolina 4P Automático;
Carro;Hyundai;Sonata;2.5 Gls Automático;
Carro;Hyundai;Sonata;2.7 V6 Gls 24V Gasolina 4P Automático;
Carro;Hyundai;Sonata;3.0 Gls V6 12V Gasolina 4P Automático;
Carro;Hyundai;Sonata;3.0 Gls 4P Automático;
Carro;Hyundai;Sonata;3.3 Gls 24V Gasolina 4P Automático;
Carro;Hyundai;Terracan;2.5 Gls 16V Diesel 4P Automático 4X4 Turbo;
Carro;Hyundai;Terracan;2.5 Gls 16V Diesel 4P Manual 4X4;
Carro;Hyundai;Terracan;2.5 Tdi Gl 16V Diesel 4P Automático 4X4 Turbo;
Carro;Hyundai;Terracan;2.5 Tdi Gl 16V Diesel 4P Manual 4X4 Turbo;
Carro;Hyundai;Terracan;2.9 Crdi 16V Diesel 4P Automático 4X4 Turbo;
Carro;Hyundai;Trajet;2.7 V6 Gls 24V Gasolina 4P Automático;
Carro;Hyundai;Tucson;2.0 16V Flex 4P Manual;
Carro;Hyundai;Tucson;2.0 16V Flex Manual;
Carro;Hyundai;Tucson;2.0 Gl 16V Flex 4P Manual;
Carro;Hyundai;Tucson;2.0 Gl 16V Gasolina 4P Automático;
Carro;Hyundai;Tucson;2.0 Gl 16V Gasolina 4P Manual;
Carro;Hyundai;Tucson;2.0 Gls 16V Flex 4P Automático;
Carro;Hyundai;Tucson;2.0 Gls 16V Gasolina 4P Automático;
Carro;Hyundai;Tucson;2.0 Gl 4X2 16V 142Cv 4P Gasolina Automático;
Carro;Hyundai;Tucson;2.0 Gl 4X2 Mt 16V 142Cv 4P Gasolina Manual;
Carro;Hyundai;Tucson;2.0 Gl 4X2-At 16V 142Cv 4P Gasolina Automático;
Carro;Hyundai;Tucson;2.0 Gls 4X2 16V 142Cv 4P Gasolina Automático;
Carro;Hyundai;Tucson;2.7 Gls 24V Gasolina 4P Automático;
Carro;Hyundai;Tucson;2.7 Gls 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Tucson;2.7 V6 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Veloster;1.6 16V Gasolina 4P Automático;
Carro;Hyundai;Veloster;1.6 16V 145Cv 2P Gasolina Automático;
Carro;Hyundai;Veloster;1.6 16V(At) 204Cv 3P Gas. Aut Completo;
Carro;Hyundai;Veloster;1.6 Top 16V 145Cv 2P Gasolina Automático;
Carro;Hyundai;Veracruz;3.8 24V Gasolina 4P Automático 4X4;
Carro;Hyundai;Veracruz;3.8 Gls 4Wd Cvt V-6 270Cv 4P Gasolina Automático;
Carro;Hyundai;Veracruz;3.8 Gls Top 4Wd Cvt V-6 270Cv 4P Gasolina Automático;
Carro;Infiniti;Ex35;3.5 Awd V6 24V Gasolina 4P Automático;
Carro;Infiniti;Fx35;3.5 Awd V6 24V Gasolina 4P Automático;
Carro;Infiniti;Fx35;3.5 Rwd V6 24V Gasolina 4P Automático;
Carro;Infiniti;Fx37;3.7 Awd V6 24V Gasolina 4P Automático;
Carro;Infiniti;Fx45;4.5 Awd V8 24V Gasolina 4P Automático;
Carro;Infiniti;Fx50;5.0 Awd V8 32V Gasolina 4P Automático;
Carro;Infiniti;Fx50;5.0 S Awd V8 32V Gasolina 4P Automático;
Carro;Infiniti;G37;3.7 Cabrio V6 24V Gasolina 2P Automático;
Carro;Infiniti;Qx56;5.6 V8 Gasolina 4P Automático;
Carro;Infiniti;Qx60;3.5 Awd V6 24V Gasolina 4P Automático;
Carro;Infiniti;Qx70;3.7 Awd V6 24V Gasolina 4P Automático;
Carro;Isuzu;Tropper;3.2 V6 Gasolina 4P 4X4 Automático;
Carro;Iveco;Daily;35.10 Chassi Cabine Diesel Manual;
Carro;Iveco;Daily;35.10 Chassi Cabine Longa Diesel Manual;
Carro;Iveco;Daily;35.13 Chassi Cabine Diesel Manual;
Carro;Iveco;Daily;3513 Furgão Curto Diesel Manual;
Carro;Iveco;Daily;35S14 Chassi Cabine Turbo Intercooler Diesel 2P Manual;
Carro;Iveco;Daily;35S14 Furgone Turbo Intercooler Diesel 3P Manual;
Carro;Iveco;Daily;35S14 Gran Furgone Turbo Intercooler Diesel 3P Manual;
Carro;Iveco;Daily;45S17 Gran Furgone Turbo Intercooler Diesel 3P Manual;
Carro;Iveco;Daily;49.12 Furgão Chassi Curto Diesel Manual;
Carro;Iveco;Daily;49.12 Lotação Chassi Curto Diesel Manual;
Carro;Iveco;Daily;49.12 Lotação Chassi Longo Diesel Manual;
Carro;Iveco;Daily;50.13 Furgão Curto Diesel Manual;
Carro;Iveco;Daily;55C16 Chassi Cabine Turbo Intercooler Diesel 2P Manual;
Carro;Iveco;Daily;55C16 Maxi Furgone Turbo Intercooler Diesel 3P Manual;
Carro;Iveco;Daily;70C16 Turbo Intercooler Diesel 2P Manual;
Carro;Jac Motors;J2;1.4 16V Gasolina 4P Manual;
Carro;Jac Motors;J2;1.4 16V Jetflex 4P Manual;
Carro;Jac Motors;J3;1.4 16V Gasolina 4P Manual;
Carro;Jac Motors;J3;1.4 Turin 16V Gasolina 4P Manual;
Carro;Jac Motors;J3;1.5 S 16V Flex 4P Manual;
Carro;Jac Motors;J3;1.5 Turin S 16V Flex 4P Manual;
Carro;Jac Motors;J5;1.5 16V Gasolina 4P Manual;
Carro;Jac Motors;J6;2.0 16V Gasolina 4P Manual;
Carro;Jac Motors;J6;2.0 16V Gasolina 7 Lugares 4P Manual;
Carro;Jac Motors;J6;2.0 16V Jetflex 7 Lugares 4P Manual;
Carro;Jac Motors;J6;2.0 Diamond 16V Gasolina 4P Manual;
Carro;Jac Motors;J6;2.0 Movie 16V Gasolina 4P Manual;
Carro;Jac Motors;T140;2.8 Turbo Diesel 2P Manual;
Carro;Jac Motors;T5;1.5 16V Jetflex 4P Manual;
Carro;Jac Motors;T6;2.0 16V Jet Flex 4P Manual;
Carro;Jac Motors;T8;2.0 16V Turbo Gasolina 4P Manual;
Carro;Jaguar;Daimler;4.0 Lwb V8 32V 4P Automático;
Carro;Jaguar;E-Type;5.3 Coupé V12 Gasolina 2P Automático;
Carro;Jaguar;F-Pace;2.0 16V Turbo Diesel Prestige Awd 4P Automático;
Carro;Jaguar;F-Pace;3.0 V6 Supercharged First Edition Awd 4P Automático;
Carro;Jaguar;F-Pace;3.0 V6 Supercharged R-Sport Awd 4P Automático;
Carro;Jaguar;F-Pace;3.0 V6 Supercharged S Awd 4P Automático;
Carro;Jaguar;F-Type;3.0 Coupé S Supercharged V6 24V Gasolina 2P Automático;
Carro;Jaguar;F-Type;3.0 Coupé Supercharged V6 24V Gasolina 2P Automático;
Carro;Jaguar;F-Type;3.0 S Cabrio Supercharged V6 24V Gasolina 2P Automático;
Carro;Jaguar;F-Type;5.0 Coupé R Awd Supercharged V8 32V Gasolina 2P Automático;
Carro;Jaguar;F-Type;5.0 Coupé R Supercharged V8 32V Gasolina 2P Automático;
Carro;Jaguar;F-Type;5.0 S Cabrio Supercharged V8 32V Gasolina 2P Automático;
Carro;Jaguar;S-Type;3.0 Se V6 24V Gasolina 4P Automático;
Carro;Jaguar;S-Type;4.2 R V8 32V Gasolina 4P Automático;
Carro;Jaguar;S-Type;4.2 Se V8 32V Gasolina 4P Automático;
Carro;Jaguar;S-Type;4.2 V8 32V Gasolina 4P Automático;
Carro;Jaguar;Xe;2.0 16V Si4 Turbo Gasolina Pure 4P Automático;
Carro;Jaguar;Xe;2.0 16V Si4 Turbo Gasolina Pure Tech 4P Automático;
Carro;Jaguar;Xe;2.0 16V Si4 Turbo Gasolina R-Sport 4P Automático;
Carro;Jaguar;Xe;3.0 V6 Supercharger Gasolina S 4P Automático;
Carro;Jaguar;Xf;2.0 Luxury Turbocharged Gasolina 4P Automático;
Carro;Jaguar;Xf;2.0 Premium Luxury Turbocharged Gasolina 4P Automático;
Carro;Jaguar;Xf;2.0 Prestige Turbocharged Gasolina 4P Automático;
Carro;Jaguar;Xf;2.0 R-Sport Turbocharged Gasolina 4P Automático;
Carro;Jaguar;Xf;2.0 Sport Luxury Turbocharged Gasolina 4P Automático;
Carro;Jaguar;Xf;2.0 Sport Premium Tech Turbocharged Gasolina 4P Automático;
Carro;Jaguar;Xf;3.0 Portfolio V6 Supercharged Gasolina 4P Automático;
Carro;Jaguar;Xf;3.0 Premium Luxury V6 24V Gasolina 4P Automático;
Carro;Jaguar;Xf;3.0 S V6 Supercharged Gasolina 4P Automático;
Carro;Jaguar;Xf;4.2 S V8 32V Gasolina 4P Automático;
Carro;Jaguar;Xf;5.0 Premium Luxury V8 32V Gasolina 4P Automático;
Carro;Jaguar;Xfr;5.0 V8 32V Gasolina 4P Automático;
Carro;Jaguar;Xj;3.0 Portfolio Supercharged V6 24V Gasolina 4P Automático;
Carro;Jaguar;Xj;5.0 Supersport V8 32V 510Cv Supercharged Gasolina 4P Automático;
Carro;Jaguar;Xj12;5.3 V12 Gasolina Coupé Automático;
Carro;Jaguar;Xj12;6.0 V12 48V Gasolina 4P Automático;
Carro;Jaguar;Xj6;4.0 V6 24V Gasolina 4P Automático;
Carro;Jaguar;Xj8;4.0 Executive V8 32V Gasolina 4P Automático;
Carro;Jaguar;Xj8;4.2 Se V8 32V Gasolina 4P Automático;
Carro;Jaguar;Xk120;3.4 Coupé V6 Gasolina 2P Manual;
Carro;Jaguar;Xk8;4.0 Coupé V8 32V Gasolina 2P Automático;
Carro;Jaguar;Xk8;4.2 Conversível V8 32V Gasolina 2P Automático;
Carro;Jaguar;Xkr;4.2 Coupé V8 32V Gasolina 2P Automático;
Carro;Jaguar;Xkr;5.0 Conversível V8 32V Gasolina 2P Automático;
Carro;Jaguar;Xkr;5.0 Coupé V8 32V Gasolina 2P Automático;
Carro;Jaguar;X-Type;2.5 Se V6 24V Gasolina 4P Automático;
Carro;Jaguar;X-Type;2.5 Sport V6 24V Gasolina 4P Automático;
Carro;Jaguar;X-Type;3.0 Se Estate V6 24V Gasolina 4P Automático;
Carro;Jaguar;X-Type;3.0 Se V6 24V Gasolina 4P Automático;
Carro;Jaguar;X-Type;3.0 Sport V6 24V Gasolina 4P Automático;
Carro;Jeep;Cherokee;2.5 Sport Td 8V Diesel 4P Manual 4X4 Turbo;
Carro;Jeep;Cherokee;2.5 Sport 4X4 Diesel;
Carro;Jeep;Cherokee;3.2 Limited 24V Gasolina 4P Automático 4X4;
Carro;Jeep;Cherokee;3.2 Longitude 24V Gasolina 4P Automático 4X4;
Carro;Jeep;Cherokee;3.2 Trailhawk 24V Gasolina 4P Automático 4X4;
Carro;Jeep;Cherokee;3.2 Longitude V-6 275Cv 4P Gasolina Automático;
Carro;Jeep;Cherokee;3.7 Limited 12V Gasolina 4P Automático 4X4;
Carro;Jeep;Cherokee;3.7 Sport 12V Gasolina 4P Automático 4X4;
Carro;Jeep;Cherokee;3.7 Sport Plus 12V Gasolina 4P Automático 4X4;
Carro;Jeep;Cherokee;3.7 Limited V-6 205Cv 4P Gasolina Automático;
Carro;Jeep;Cherokee;3.7 Sport V-6 214Cv 4P Gasolina Automático;
Carro;Jeep;Cherokee;4.0 Rubicon 12V Gasolina 4P Automático 4X4;
Carro;Jeep;Cherokee;4.0 Rubicon 12V Gasolina 4P Manual 4X4;
Carro;Jeep;Cherokee;4.0 Sport 12V Gasolina 4P Automático 4X4;
Carro;Jeep;Cherokee;4.0 Sport 12V Gasolina 4P Manual 4X4;
Carro;Jeep;Cherokee;4.0 Country V6 4X4;
Carro;Jeep;Cherokee;4.0 Rubicon V6 4X4;
Carro;Jeep;Cherokee;4.0 Sport Manual;
Carro;Jeep;Commander;5.7 Limited 16V Gasolina 4P Automático 4X4;
Carro;Jeep;Commander;5.7 Limited V-8 Hemi 330Cv 4P Gasolina Automático;
Carro;Jeep;Compass;2.0 16V Gasolina 4P Automático;
Carro;Jeep;Compass;2.0 Limited 16V Flex 4P Automático;
Carro;Jeep;Compass;2.0 Longitude 16V Diesel 4P Automático 4X4 Turbo;
Carro;Jeep;Compass;2.0 Longitude 16V Flex 4P Automático;
Carro;Jeep;Compass;2.0 Sport 16V Flex 4P Automático;
Carro;Jeep;Compass;2.0 Trailhawk 16V Diesel 4P Automático 4X4 Turbo;
Carro;Jeep;Compass;2.0 Limited 16V 156Cv 4P Gasolina Automático;
Carro;Jeep;Compass;2.0 Sport 16V 156Cv 4P Gasolina Automático;
Carro;Jeep;Grand Cherokee;2.7 Laredo 20V Diesel 4P Automático 4X4 Turbo;
Carro;Jeep;Grand Cherokee;2.7 Cherokee Laredo I-5 Turbo Diesel;
Carro;Jeep;Grand Cherokee;3.0 Limited 24V Diesel 4P Automático 4X4 Turbo;
Carro;Jeep;Grand Cherokee;3.0 Limited Crd Turbo Ic 218Cv 4P Diesel Automático;
Carro;Jeep;Grand Cherokee;3.0 Limited Crd Turbo Ic 286Cv 4P Diesel Automático;
Carro;Jeep;Grand Cherokee;3.0 Limited Crd Turbo-Ic 218Cv 4P Diesel Automático;
Carro;Jeep;Grand Cherokee;3.0 Limited Crd Turbo-Ic 286Cv 4P Diesel Automático;
Carro;Jeep;Grand Cherokee;3.0 Limited Turbo V-6 241Cv 4P Diesel Automático;
Carro;Jeep;Grand Cherokee;3.1 Laredo 10V Diesel 4P Automático 4X4 Turbo;
Carro;Jeep;Grand Cherokee;3.6 75 Anos 24V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;3.6 Laredo 24V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;3.6 Limited 24V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;3.6 Laredo V-6 286Cv 4P Gasolina Automático;
Carro;Jeep;Grand Cherokee;3.6 Limited V-6 280Cv 4P Gasolina Automático;
Carro;Jeep;Grand Cherokee;4.0 Laredo 12V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;4.0 Cherokee Laredo;
Carro;Jeep;Grand Cherokee;4.7 Limited 16V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;4.7 Ltd 16V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;4.7 Ltd Qd 16V Gasolina 4P Automático;
Carro;Jeep;Grand Cherokee;4.7 Limited V-8 220Cv 4P Gasolina Automático;
Carro;Jeep;Grand Cherokee;5.2 16V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;5.2 Ltd 16V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;5.2 Cherokee Limited;
Carro;Jeep;Grand Cherokee;5.2 Cherokee Limited Automático;
Carro;Jeep;Grand Cherokee;5.7 Ltd 32V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;5.7 Overland 16V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;5.7 Overland 32V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;5.7 Limited V-8 Hemi 326Cv 4P Gasolina Automático;
Carro;Jeep;Grand Cherokee;5.7 Overland V-8 Hemi 326Cv 4P Gasolina Automático;
Carro;Jeep;Grand Cherokee;5.9 Ltd Lx 16V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;6.1 Srt8 16V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;6.1 Srt8 32V Gasolina 4P Automático 4X4;
Carro;Jeep;Grand Cherokee;6.1 Srt 8 V-8 Hemi 432Cv 4P Gasolina Automático;
Carro;Jeep;Grand Cherokee;6.1 Srt-8 V-8 Hemi 432Cv 4P Gasolina Automático;
Carro;Jeep;Renegade;1.8 16V Flex 4P Automático;
Carro;Jeep;Renegade;1.8 16V Flex 4P Manual;
Carro;Jeep;Renegade;1.8 Longitude 16V Flex 4P Automático;
Carro;Jeep;Renegade;1.8 Sport 16V Flex 4P Automático;
